,OK,SHORT NAME
393,https://www.nature.com/articles/s41550-017-0252-8,ASTRONOMY
394,https://www.nature.com/articles/s41550-017-0248-4,ASTRONOMY
395,https://www.nature.com/articles/s41550-017-0255-5,ASTRONOMY
396,https://www.nature.com/articles/s41550-017-0243-9,ASTRONOMY
397,https://www.nature.com/articles/s41550-017-0239-5,ASTRONOMY
398,https://www.nature.com/articles/s41550-017-0258-2,ASTRONOMY
399,https://www.nature.com/articles/s41550-017-0234-x,ASTRONOMY
400,https://www.nature.com/articles/s41550-017-0241-y,ASTRONOMY
401,https://www.nature.com/articles/s41550-017-0226-x,ASTRONOMY
402,https://www.nature.com/articles/s41550-017-0227-9,ASTRONOMY
403,https://www.nature.com/articles/s41550-017-0202,ASTRONOMY
404,https://www.nature.com/articles/s41550-017-0196,ASTRONOMY
405,https://www.nature.com/articles/s41550-017-0201,ASTRONOMY
406,https://www.nature.com/articles/s41550-017-0195,ASTRONOMY
407,https://www.nature.com/articles/s41550-017-0203,ASTRONOMY
408,https://www.nature.com/articles/s41550-017-0175,ASTRONOMY
409,https://www.nature.com/articles/s41550-017-0192,ASTRONOMY
