,ALL NAME,SHORT NAME,KEY NUMBER,ALL LINK
317,Cell Discovery,articles/s41421-021-00305-x,s41421,"['s41421', '021', '00305', 'x']"
318,Cell Discovery,articles/s41421-021-00310-0,s41421,"['s41421', '021', '00310', '0']"
319,Cell Discovery,articles/s41421-021-00288-9,s41421,"['s41421', '021', '00288', '9']"
320,Cell Research,articles/s41422-021-00579-6,s41422,"['s41422', '021', '00579', '6']"
321,Cell Research,articles/s41422-021-00576-9,s41422,"['s41422', '021', '00576', '9']"
322,Cell Research,articles/s41422-021-00575-w,s41422,"['s41422', '021', '00575', 'w']"
323,Cell Research,articles/s41422-021-00570-1,s41422,"['s41422', '021', '00570', '1']"
324,Cell Research,articles/s41422-021-00571-0,s41422,"['s41422', '021', '00571', '0']"
325,Cell Research,articles/s41422-021-00565-y,s41422,"['s41422', '021', '00565', 'y']"
326,Cell Research,articles/s41422-021-00563-0,s41422,"['s41422', '021', '00563', '0']"
327,Cell Research,articles/s41422-021-00569-8,s41422,"['s41422', '021', '00569', '8']"
328,Cell Research,articles/s41422-021-00562-1,s41422,"['s41422', '021', '00562', '1']"
329,Cell Research,articles/s41422-021-00572-z,s41422,"['s41422', '021', '00572', 'z']"
330,Cell Research,articles/s41422-021-00567-w,s41422,"['s41422', '021', '00567', 'w']"
331,Cell Research,articles/s41422-021-00568-9,s41422,"['s41422', '021', '00568', '9']"
332,Cell Research,articles/s41422-021-00566-x,s41422,"['s41422', '021', '00566', 'x']"
333,Cell Research,articles/s41422-021-00561-2,s41422,"['s41422', '021', '00561', '2']"
334,Cell Research,articles/s41422-021-00564-z,s41422,"['s41422', '021', '00564', 'z']"
335,Cell Research,articles/s41422-021-00554-1,s41422,"['s41422', '021', '00554', '1']"
336,Cell Research,articles/s41422-021-00560-3,s41422,"['s41422', '021', '00560', '3']"
337,Cell Research,articles/s41422-021-00559-w,s41422,"['s41422', '021', '00559', 'w']"
338,Cell Research,articles/s41422-021-00558-x,s41422,"['s41422', '021', '00558', 'x']"
339,Cell Research,articles/s41422-021-00557-y,s41422,"['s41422', '021', '00557', 'y']"
340,Cellular & Molecular Immunology,articles/s41423-021-00772-y,s41423,"['s41423', '021', '00772', 'y']"
341,Cellular & Molecular Immunology,articles/s41423-021-00776-8,s41423,"['s41423', '021', '00776', '8']"
342,Cellular & Molecular Immunology,articles/s41423-021-00775-9,s41423,"['s41423', '021', '00775', '9']"
343,Cellular & Molecular Immunology,articles/s41423-021-00757-x,s41423,"['s41423', '021', '00757', 'x']"
344,Cellular & Molecular Immunology,articles/s41423-021-00771-z,s41423,"['s41423', '021', '00771', 'z']"
345,Cellular & Molecular Immunology,articles/s41423-021-00759-9,s41423,"['s41423', '021', '00759', '9']"
346,Cellular & Molecular Immunology,articles/s41423-021-00768-8,s41423,"['s41423', '021', '00768', '8']"
347,Cellular & Molecular Immunology,articles/s41423-021-00763-z,s41423,"['s41423', '021', '00763', 'z']"
348,Cellular & Molecular Immunology,articles/s41423-021-00764-y,s41423,"['s41423', '021', '00764', 'y']"
349,Cellular & Molecular Immunology,articles/s41423-021-00767-9,s41423,"['s41423', '021', '00767', '9']"
350,Cellular & Molecular Immunology,articles/s41423-021-00770-0,s41423,"['s41423', '021', '00770', '0']"
351,Cellular & Molecular Immunology,articles/s41423-021-00769-7,s41423,"['s41423', '021', '00769', '7']"
352,Cellular & Molecular Immunology,articles/s41423-021-00765-x,s41423,"['s41423', '021', '00765', 'x']"
353,Cellular & Molecular Immunology,articles/s41423-021-00766-w,s41423,"['s41423', '021', '00766', 'w']"
354,Cellular & Molecular Immunology,articles/s41423-021-00752-2,s41423,"['s41423', '021', '00752', '2']"
355,Cellular & Molecular Immunology,articles/s41423-021-00746-0,s41423,"['s41423', '021', '00746', '0']"
356,Cellular & Molecular Immunology,articles/s41423-021-00741-5,s41423,"['s41423', '021', '00741', '5']"
357,Cellular & Molecular Immunology,articles/s41423-021-00760-2,s41423,"['s41423', '021', '00760', '2']"
358,Cellular & Molecular Immunology,articles/s41423-021-00761-1,s41423,"['s41423', '021', '00761', '1']"
359,Cellular & Molecular Immunology,articles/s41423-021-00743-3,s41423,"['s41423', '021', '00743', '3']"
360,Communications Biology,articles/s42003-021-02699-6,s42003,"['s42003', '021', '02699', '6']"
361,Communications Biology,articles/s42003-021-02668-z,s42003,"['s42003', '021', '02668', 'z']"
362,Communications Biology,articles/s42003-021-02683-0,s42003,"['s42003', '021', '02683', '0']"
363,Communications Biology,articles/s42003-021-02671-4,s42003,"['s42003', '021', '02671', '4']"
364,Communications Biology,articles/s42003-021-02709-7,s42003,"['s42003', '021', '02709', '7']"
365,Communications Biology,articles/s42003-021-02681-2,s42003,"['s42003', '021', '02681', '2']"
366,Communications Biology,articles/s42003-021-02711-z,s42003,"['s42003', '021', '02711', 'z']"
367,Communications Biology,articles/s42003-021-02679-w,s42003,"['s42003', '021', '02679', 'w']"
368,Communications Biology,articles/s42003-021-02686-x,s42003,"['s42003', '021', '02686', 'x']"
369,Communications Biology,articles/s42003-021-02707-9,s42003,"['s42003', '021', '02707', '9']"
370,Communications Biology,articles/s42003-021-02665-2,s42003,"['s42003', '021', '02665', '2']"
371,Communications Biology,articles/s42003-021-02693-y,s42003,"['s42003', '021', '02693', 'y']"
372,Communications Biology,articles/s42003-021-02705-x,s42003,"['s42003', '021', '02705', 'x']"
373,Communications Biology,articles/s42003-021-02675-0,s42003,"['s42003', '021', '02675', '0']"
374,Communications Biology,articles/s42003-021-02689-8,s42003,"['s42003', '021', '02689', '8']"
375,Communications Biology,articles/s42003-021-02682-1,s42003,"['s42003', '021', '02682', '1']"
376,Communications Biology,articles/s42003-021-02703-z,s42003,"['s42003', '021', '02703', 'z']"
377,Communications Biology,articles/s42003-021-02670-5,s42003,"['s42003', '021', '02670', '5']"
378,Communications Biology,articles/s42003-021-02701-1,s42003,"['s42003', '021', '02701', '1']"
379,Communications Biology,articles/s42003-021-02673-2,s42003,"['s42003', '021', '02673', '2']"
380,Communications Chemistry,articles/s42004-021-00581-4,s42004,"['s42004', '021', '00581', '4']"
381,Communications Chemistry,articles/s42004-021-00573-4,s42004,"['s42004', '021', '00573', '4']"
382,Communications Chemistry,articles/s42004-021-00578-z,s42004,"['s42004', '021', '00578', 'z']"
383,Communications Chemistry,articles/s42004-021-00568-1,s42004,"['s42004', '021', '00568', '1']"
384,Communications Chemistry,articles/s42004-021-00576-1,s42004,"['s42004', '021', '00576', '1']"
385,Communications Chemistry,articles/s42004-021-00575-2,s42004,"['s42004', '021', '00575', '2']"
386,Communications Chemistry,articles/s42004-021-00577-0,s42004,"['s42004', '021', '00577', '0']"
387,Communications Chemistry,articles/s42004-021-00569-0,s42004,"['s42004', '021', '00569', '0']"
388,Communications Chemistry,articles/s42004-021-00574-3,s42004,"['s42004', '021', '00574', '3']"
389,Communications Chemistry,articles/s42004-021-00562-7,s42004,"['s42004', '021', '00562', '7']"
390,Communications Chemistry,articles/s42004-021-00572-5,s42004,"['s42004', '021', '00572', '5']"
391,Communications Chemistry,articles/s42004-021-00571-6,s42004,"['s42004', '021', '00571', '6']"
392,Communications Chemistry,articles/s42004-021-00570-7,s42004,"['s42004', '021', '00570', '7']"
393,Communications Chemistry,articles/s42004-021-00567-2,s42004,"['s42004', '021', '00567', '2']"
394,Communications Chemistry,articles/s42004-021-00564-5,s42004,"['s42004', '021', '00564', '5']"
395,Communications Chemistry,articles/s42004-021-00566-3,s42004,"['s42004', '021', '00566', '3']"
396,Communications Chemistry,articles/s42004-021-00565-4,s42004,"['s42004', '021', '00565', '4']"
397,Communications Chemistry,articles/s42004-021-00563-6,s42004,"['s42004', '021', '00563', '6']"
398,Communications Chemistry,articles/s42004-021-00557-4,s42004,"['s42004', '021', '00557', '4']"
399,Communications Chemistry,articles/s42004-021-00560-9,s42004,"['s42004', '021', '00560', '9']"
400,Communications Earth & Environment,articles/s43247-021-00283-8,s43247,"['s43247', '021', '00283', '8']"
401,Communications Earth & Environment,articles/s43247-021-00285-6,s43247,"['s43247', '021', '00285', '6']"
402,Communications Earth & Environment,articles/s43247-021-00287-4,s43247,"['s43247', '021', '00287', '4']"
403,Communications Earth & Environment,articles/s43247-021-00280-x,s43247,"['s43247', '021', '00280', 'x']"
404,Communications Earth & Environment,articles/s43247-021-00276-7,s43247,"['s43247', '021', '00276', '7']"
405,Communications Earth & Environment,articles/s43247-021-00279-4,s43247,"['s43247', '021', '00279', '4']"
406,Communications Earth & Environment,articles/s43247-021-00275-8,s43247,"['s43247', '021', '00275', '8']"
407,Communications Earth & Environment,articles/s43247-021-00278-5,s43247,"['s43247', '021', '00278', '5']"
408,Communications Earth & Environment,articles/s43247-021-00274-9,s43247,"['s43247', '021', '00274', '9']"
409,Communications Earth & Environment,articles/s43247-021-00277-6,s43247,"['s43247', '021', '00277', '6']"
410,Communications Earth & Environment,articles/s43247-021-00269-6,s43247,"['s43247', '021', '00269', '6']"
411,Communications Earth & Environment,articles/s43247-021-00255-y,s43247,"['s43247', '021', '00255', 'y']"
412,Communications Earth & Environment,articles/s43247-021-00270-z,s43247,"['s43247', '021', '00270', 'z']"
413,Communications Earth & Environment,articles/s43247-021-00273-w,s43247,"['s43247', '021', '00273', 'w']"
414,Communications Earth & Environment,articles/s43247-021-00238-z,s43247,"['s43247', '021', '00238', 'z']"
415,Communications Earth & Environment,articles/s43247-021-00272-x,s43247,"['s43247', '021', '00272', 'x']"
416,Communications Earth & Environment,articles/s43247-021-00271-y,s43247,"['s43247', '021', '00271', 'y']"
417,Communications Earth & Environment,articles/s43247-021-00281-w,s43247,"['s43247', '021', '00281', 'w']"
418,Communications Earth & Environment,articles/s43247-021-00266-9,s43247,"['s43247', '021', '00266', '9']"
419,Communications Earth & Environment,articles/s43247-021-00263-y,s43247,"['s43247', '021', '00263', 'y']"
420,Communications Materials,articles/s43246-021-00208-0,s43246,"['s43246', '021', '00208', '0']"
421,Communications Materials,articles/s43246-021-00206-2,s43246,"['s43246', '021', '00206', '2']"
422,Communications Materials,articles/s43246-021-00205-3,s43246,"['s43246', '021', '00205', '3']"
423,Communications Materials,articles/s43246-021-00200-8,s43246,"['s43246', '021', '00200', '8']"
424,Communications Materials,articles/s43246-021-00201-7,s43246,"['s43246', '021', '00201', '7']"
425,Communications Materials,articles/s43246-021-00204-4,s43246,"['s43246', '021', '00204', '4']"
426,Communications Materials,articles/s43246-021-00203-5,s43246,"['s43246', '021', '00203', '5']"
427,Communications Materials,articles/s43246-021-00202-6,s43246,"['s43246', '021', '00202', '6']"
428,Communications Materials,articles/s43246-021-00199-y,s43246,"['s43246', '021', '00199', 'y']"
429,Communications Materials,articles/s43246-021-00197-0,s43246,"['s43246', '021', '00197', '0']"
430,Communications Materials,articles/s43246-021-00189-0,s43246,"['s43246', '021', '00189', '0']"
431,Communications Materials,articles/s43246-021-00198-z,s43246,"['s43246', '021', '00198', 'z']"
432,Communications Materials,articles/s43246-021-00194-3,s43246,"['s43246', '021', '00194', '3']"
433,Communications Materials,articles/s43246-021-00188-1,s43246,"['s43246', '021', '00188', '1']"
434,Communications Materials,articles/s43246-021-00196-1,s43246,"['s43246', '021', '00196', '1']"
435,Communications Materials,articles/s43246-021-00195-2,s43246,"['s43246', '021', '00195', '2']"
436,Communications Materials,articles/s43246-021-00193-4,s43246,"['s43246', '021', '00193', '4']"
437,Communications Materials,articles/s43246-021-00190-7,s43246,"['s43246', '021', '00190', '7']"
438,Communications Materials,articles/s43246-021-00192-5,s43246,"['s43246', '021', '00192', '5']"
439,Communications Materials,articles/s43246-021-00191-6,s43246,"['s43246', '021', '00191', '6']"
440,Communications Medicine,articles/s43856-021-00036-w,s43856,"['s43856', '021', '00036', 'w']"
441,Communications Medicine,articles/s43856-021-00037-9,s43856,"['s43856', '021', '00037', '9']"
442,Communications Medicine,articles/s43856-021-00033-z,s43856,"['s43856', '021', '00033', 'z']"
443,Communications Medicine,articles/s43856-021-00035-x,s43856,"['s43856', '021', '00035', 'x']"
444,Communications Medicine,articles/s43856-021-00034-y,s43856,"['s43856', '021', '00034', 'y']"
445,Communications Medicine,articles/s43856-021-00032-0,s43856,"['s43856', '021', '00032', '0']"
446,Communications Medicine,articles/s43856-021-00031-1,s43856,"['s43856', '021', '00031', '1']"
447,Communications Medicine,articles/s43856-021-00027-x,s43856,"['s43856', '021', '00027', 'x']"
448,Communications Medicine,articles/s43856-021-00024-0,s43856,"['s43856', '021', '00024', '0']"
449,Communications Medicine,articles/s43856-021-00029-9,s43856,"['s43856', '021', '00029', '9']"
450,Communications Medicine,articles/s43856-021-00026-y,s43856,"['s43856', '021', '00026', 'y']"
451,Communications Medicine,articles/s43856-021-00030-2,s43856,"['s43856', '021', '00030', '2']"
452,Communications Medicine,articles/s43856-021-00028-w,s43856,"['s43856', '021', '00028', 'w']"
453,Communications Medicine,articles/s43856-021-00025-z,s43856,"['s43856', '021', '00025', 'z']"
454,Communications Medicine,articles/s43856-021-00023-1,s43856,"['s43856', '021', '00023', '1']"
455,Communications Medicine,articles/s43856-021-00022-2,s43856,"['s43856', '021', '00022', '2']"
456,Communications Medicine,articles/s43856-021-00021-3,s43856,"['s43856', '021', '00021', '3']"
457,Communications Medicine,articles/s43856-021-00019-x,s43856,"['s43856', '021', '00019', 'x']"
458,Communications Medicine,articles/s43856-021-00020-4,s43856,"['s43856', '021', '00020', '4']"
459,Communications Medicine,articles/s43856-021-00017-z,s43856,"['s43856', '021', '00017', 'z']"
460,Communications Physics,articles/s42005-021-00729-7,s42005,"['s42005', '021', '00729', '7']"
461,Communications Physics,articles/s42005-021-00722-0,s42005,"['s42005', '021', '00722', '0']"
462,Communications Physics,articles/s42005-021-00723-z,s42005,"['s42005', '021', '00723', 'z']"
463,Communications Physics,articles/s42005-021-00724-y,s42005,"['s42005', '021', '00724', 'y']"
464,Communications Physics,articles/s42005-021-00728-8,s42005,"['s42005', '021', '00728', '8']"
465,Communications Physics,articles/s42005-021-00719-9,s42005,"['s42005', '021', '00719', '9']"
466,Communications Physics,articles/s42005-021-00726-w,s42005,"['s42005', '021', '00726', 'w']"
467,Communications Physics,articles/s42005-021-00721-1,s42005,"['s42005', '021', '00721', '1']"
468,Communications Physics,articles/s42005-021-00710-4,s42005,"['s42005', '021', '00710', '4']"
469,Communications Physics,articles/s42005-021-00712-2,s42005,"['s42005', '021', '00712', '2']"
470,Communications Physics,articles/s42005-021-00718-w,s42005,"['s42005', '021', '00718', 'w']"
471,Communications Physics,articles/s42005-021-00711-3,s42005,"['s42005', '021', '00711', '3']"
472,Communications Physics,articles/s42005-021-00717-x,s42005,"['s42005', '021', '00717', 'x']"
473,Communications Physics,articles/s42005-021-00715-z,s42005,"['s42005', '021', '00715', 'z']"
474,Communications Physics,articles/s42005-021-00702-4,s42005,"['s42005', '021', '00702', '4']"
