,ALL_EXT_PATH
687,"['s41417', '021', '00369', '7']"
688,"['s41417', '021', '00369', '7']"
689,"['s41417', '021', '00372', 'y']"
690,"['s41417', '021', '00372', 'y']"
691,"['s41417', '021', '00372', 'y']"
692,"['s41417', '021', '00372', 'y']"
693,"['s41417', '021', '00372', 'y']"
694,"['s41417', '021', '00372', 'y']"
695,"['s41418', '021', '00871', '3']"
696,"['s41418', '021', '00871', '3']"
697,"['s41418', '021', '00888', '8']"
698,"['s41418', '021', '00888', '8']"
699,"['s41418', '021', '00888', '8']"
700,"['s41418', '021', '00888', '8']"
701,"['s41418', '021', '00888', '8']"
702,"['s41418', '021', '00888', '8']"
703,"['s41418', '021', '00881', '1']"
704,"['s41418', '021', '00881', '1']"
705,"['s41418', '021', '00881', '1']"
706,"['s41418', '021', '00881', '1']"
707,"['s41418', '021', '00881', '1']"
708,"['s41418', '021', '00881', '1']"
709,"['s41418', '021', '00885', 'x']"
710,"['s41418', '021', '00885', 'x']"
711,"['s41418', '021', '00877', 'x']"
712,"['s41418', '021', '00877', 'x']"
713,"['s41418', '021', '00877', 'x']"
714,"['s41418', '021', '00877', 'x']"
715,"['s41418', '021', '00877', 'x']"
716,"['s41418', '021', '00877', 'x']"
717,"['s41418', '021', '00884', 'y']"
718,"['s41418', '021', '00884', 'y']"
719,"['s41418', '021', '00884', 'y']"
720,"['s41418', '021', '00884', 'y']"
721,"['s41418', '021', '00884', 'y']"
722,"['s41418', '021', '00884', 'y']"
723,"['s41418', '021', '00882', '0']"
724,"['s41418', '021', '00882', '0']"
725,"['s41418', '021', '00882', '0']"
726,"['s41418', '021', '00882', '0']"
727,"['s41418', '021', '00882', '0']"
728,"['s41418', '021', '00882', '0']"
729,"['s41418', '021', '00875', 'z']"
730,"['s41418', '021', '00875', 'z']"
731,"['s41418', '021', '00879', '9']"
732,"['s41418', '021', '00879', '9']"
733,"['s41418', '021', '00879', '9']"
734,"['s41418', '021', '00879', '9']"
735,"['s41418', '021', '00879', '9']"
736,"['s41418', '021', '00879', '9']"
737,"['s41418', '021', '00876', 'y']"
738,"['s41418', '021', '00876', 'y']"
739,"['s41418', '021', '00876', 'y']"
740,"['s41418', '021', '00876', 'y']"
741,"['s41418', '021', '00876', 'y']"
742,"['s41418', '021', '00876', 'y']"
743,"['s41418', '021', '00872', '2']"
744,"['s41418', '021', '00872', '2']"
745,"['s41418', '021', '00872', '2']"
746,"['s41418', '021', '00872', '2']"
747,"['s41418', '021', '00872', '2']"
748,"['s41418', '021', '00872', '2']"
749,"['s41418', '021', '00874', '0']"
750,"['s41418', '021', '00874', '0']"
751,"['s41418', '021', '00874', '0']"
752,"['s41418', '021', '00874', '0']"
753,"['s41418', '021', '00874', '0']"
754,"['s41418', '021', '00874', '0']"
755,"['s41418', '021', '00864', '2']"
756,"['s41418', '021', '00864', '2']"
757,"['s41418', '021', '00873', '1']"
758,"['s41418', '021', '00873', '1']"
759,"['s41418', '021', '00873', '1']"
760,"['s41418', '021', '00873', '1']"
761,"['s41418', '021', '00873', '1']"
762,"['s41418', '021', '00873', '1']"
763,"['s41418', '021', '00870', '4']"
764,"['s41418', '021', '00870', '4']"
765,"['s41418', '021', '00870', '4']"
766,"['s41418', '021', '00870', '4']"
767,"['s41418', '021', '00870', '4']"
768,"['s41418', '021', '00870', '4']"
769,"['s41418', '021', '00869', 'x']"
770,"['s41418', '021', '00869', 'x']"
771,"['s41418', '021', '00866', '0']"
772,"['s41418', '021', '00866', '0']"
773,"['s41418', '021', '00868', 'y']"
774,"['s41418', '021', '00868', 'y']"
775,"['s41418', '021', '00867', 'z']"
776,"['s41418', '021', '00867', 'z']"
777,"['s41418', '021', '00867', 'z']"
778,"['s41418', '021', '00867', 'z']"
779,"['s41418', '021', '00867', 'z']"
780,"['s41418', '021', '00867', 'z']"
781,"['s41418', '021', '00865', '1']"
782,"['s41418', '021', '00865', '1']"
783,"['s41418', '021', '00865', '1']"
784,"['s41418', '021', '00865', '1']"
785,"['s41418', '021', '00865', '1']"
786,"['s41418', '021', '00865', '1']"
787,"['s41419', '021', '04227', '0']"
788,"['s41419', '021', '04227', '0']"
789,"['s41419', '021', '04225', '2']"
790,"['s41419', '021', '04225', '2']"
791,"['s41419', '021', '03983', '3']"
792,"['s41419', '021', '03983', '3']"
793,"['s41419', '021', '04184', '8']"
794,"['s41419', '021', '04184', '8']"
795,"['s41419', '021', '04234', '1']"
796,"['s41419', '021', '04234', '1']"
797,"['s41419', '021', '04218', '1']"
798,"['s41419', '021', '04218', '1']"
799,"['s41419', '021', '04206', '5']"
800,"['s41419', '021', '04206', '5']"
801,"['s41419', '021', '04197', '3']"
802,"['s41419', '021', '04197', '3']"
803,"['s41419', '021', '04188', '4']"
804,"['s41419', '021', '04188', '4']"
805,"['s41419', '021', '04202', '9']"
806,"['s41419', '021', '04202', '9']"
807,"['s41419', '021', '04072', '1']"
808,"['s41419', '021', '04072', '1']"
809,"['s41419', '021', '04183', '9']"
810,"['s41419', '021', '04183', '9']"
811,"['s41419', '021', '04201', 'w']"
812,"['s41419', '021', '04201', 'w']"
813,"['s41419', '021', '04198', '2']"
814,"['s41419', '021', '04198', '2']"
815,"['s41419', '021', '04205', '6']"
816,"['s41419', '021', '04205', '6']"
817,"['s41419', '021', '04191', '9']"
818,"['s41419', '021', '04191', '9']"
819,"['s41419', '021', '04213', '6']"
820,"['s41419', '021', '04213', '6']"
821,"['s41419', '021', '04211', '8']"
822,"['s41419', '021', '04211', '8']"
823,"['s41419', '021', '04165', 'x']"
824,"['s41419', '021', '04165', 'x']"
825,"['s41419', '021', '04215', '4']"
826,"['s41419', '021', '04215', '4']"
827,"['s41420', '021', '00681', 'z']"
828,"['s41420', '021', '00681', 'z']"
829,"['s41420', '021', '00680', '0']"
830,"['s41420', '021', '00680', '0']"
831,"['s41420', '021', '00678', '8']"
832,"['s41420', '021', '00678', '8']"
833,"['s41420', '021', '00672', '0']"
834,"['s41420', '021', '00672', '0']"
835,"['s41420', '021', '00673', 'z']"
836,"['s41420', '021', '00673', 'z']"
837,"['s41420', '021', '00671', '1']"
838,"['s41420', '021', '00671', '1']"
839,"['s41420', '021', '00660', '4']"
840,"['s41420', '021', '00660', '4']"
841,"['s41420', '021', '00665', 'z']"
842,"['s41420', '021', '00665', 'z']"
843,"['s41420', '021', '00666', 'y']"
844,"['s41420', '021', '00666', 'y']"
845,"['s41420', '021', '00658', 'y']"
846,"['s41420', '021', '00658', 'y']"
847,"['s41420', '021', '00657', 'z']"
848,"['s41420', '021', '00657', 'z']"
849,"['s41420', '021', '00667', 'x']"
850,"['s41420', '021', '00667', 'x']"
851,"['s41420', '021', '00659', 'x']"
852,"['s41420', '021', '00659', 'x']"
853,"['s41420', '021', '00664', '0']"
854,"['s41420', '021', '00664', '0']"
855,"['s41420', '021', '00662', '2']"
856,"['s41420', '021', '00662', '2']"
857,"['s41420', '021', '00656', '0']"
858,"['s41420', '021', '00656', '0']"
859,"['s41420', '021', '00655', '1']"
860,"['s41420', '021', '00655', '1']"
861,"['s41420', '021', '00642', '6']"
862,"['s41420', '021', '00642', '6']"
863,"['s41420', '021', '00635', '5']"
864,"['s41420', '021', '00635', '5']"
865,"['s41420', '021', '00651', '5']"
866,"['s41420', '021', '00651', '5']"
867,"['s41421', '021', '00331', '9']"
868,"['s41421', '021', '00331', '9']"
869,"['s41421', '021', '00301', '1']"
870,"['s41421', '021', '00301', '1']"
871,"['s41421', '021', '00303', 'z']"
872,"['s41421', '021', '00303', 'z']"
873,"['s41421', '021', '00321', 'x']"
874,"['s41421', '021', '00321', 'x']"
875,"['s41421', '021', '00330', 'w']"
876,"['s41421', '021', '00330', 'w']"
877,"['s41421', '021', '00298', '7']"
878,"['s41421', '021', '00298', '7']"
879,"['s41421', '021', '00299', '6']"
880,"['s41421', '021', '00299', '6']"
881,"['s41421', '021', '00314', 'w']"
882,"['s41421', '021', '00314', 'w']"
883,"['s41421', '021', '00322', 'w']"
884,"['s41421', '021', '00322', 'w']"
885,"['s41421', '021', '00297', '8']"
886,"['s41421', '021', '00297', '8']"
887,"['s41421', '021', '00320', 'y']"
888,"['s41421', '021', '00320', 'y']"
889,"['s41421', '021', '00316', '8']"
890,"['s41421', '021', '00316', '8']"
891,"['s41421', '021', '00312', 'y']"
892,"['s41421', '021', '00312', 'y']"
893,"['s41421', '021', '00307', '9']"
894,"['s41421', '021', '00307', '9']"
895,"['s41421', '021', '00319', '5']"
896,"['s41421', '021', '00319', '5']"
897,"['s41421', '021', '00318', '6']"
898,"['s41421', '021', '00318', '6']"
899,"['s41421', '021', '00291', '0']"
900,"['s41421', '021', '00291', '0']"
901,"['s41421', '021', '00305', 'x']"
902,"['s41421', '021', '00305', 'x']"
903,"['s41421', '021', '00310', '0']"
904,"['s41421', '021', '00310', '0']"
905,"['s41421', '021', '00288', '9']"
906,"['s41421', '021', '00288', '9']"
907,"['s41422', '021', '00579', '6']"
908,"['s41422', '021', '00579', '6']"
909,"['s41422', '021', '00579', '6']"
910,"['s41422', '021', '00576', '9']"
911,"['s41422', '021', '00576', '9']"
912,"['s41422', '021', '00575', 'w']"
913,"['s41422', '021', '00575', 'w']"
914,"['s41422', '021', '00570', '1']"
915,"['s41422', '021', '00570', '1']"
916,"['s41422', '021', '00571', '0']"
917,"['s41422', '021', '00571', '0']"
918,"['s41422', '021', '00565', 'y']"
919,"['s41422', '021', '00565', 'y']"
920,"['s41422', '021', '00565', 'y']"
921,"['s41422', '021', '00565', 'y']"
922,"['s41422', '021', '00565', 'y']"
923,"['s41422', '021', '00565', 'y']"
924,"['s41422', '021', '00563', '0']"
925,"['s41422', '021', '00563', '0']"
926,"['s41422', '021', '00569', '8']"
927,"['s41422', '021', '00569', '8']"
928,"['s41422', '021', '00562', '1']"
929,"['s41422', '021', '00562', '1']"
930,"['s41422', '021', '00572', 'z']"
931,"['s41422', '021', '00572', 'z']"
932,"['s41422', '021', '00567', 'w']"
933,"['s41422', '021', '00567', 'w']"
934,"['s41422', '021', '00567', 'w']"
935,"['s41422', '021', '00567', 'w']"
936,"['s41422', '021', '00567', 'w']"
937,"['s41422', '021', '00567', 'w']"
938,"['s41422', '021', '00568', '9']"
939,"['s41422', '021', '00568', '9']"
940,"['s41422', '021', '00566', 'x']"
941,"['s41422', '021', '00566', 'x']"
942,"['s41422', '021', '00561', '2']"
943,"['s41422', '021', '00561', '2']"
944,"['s41422', '021', '00561', '2']"
945,"['s41422', '021', '00561', '2']"
946,"['s41422', '021', '00561', '2']"
947,"['s41422', '021', '00561', '2']"
948,"['s41422', '021', '00564', 'z']"
949,"['s41422', '021', '00564', 'z']"
950,"['s41422', '021', '00554', '1']"
951,"['s41422', '021', '00554', '1']"
952,"['s41422', '021', '00560', '3']"
953,"['s41422', '021', '00560', '3']"
954,"['s41422', '021', '00559', 'w']"
955,"['s41422', '021', '00559', 'w']"
956,"['s41422', '021', '00558', 'x']"
957,"['s41422', '021', '00558', 'x']"
958,"['s41422', '021', '00557', 'y']"
959,"['s41422', '021', '00557', 'y']"
960,"['s41422', '021', '00557', 'y']"
961,"['s41422', '021', '00557', 'y']"
962,"['s41422', '021', '00557', 'y']"
963,"['s41422', '021', '00557', 'y']"
964,"['s41423', '021', '00772', 'y']"
965,"['s41423', '021', '00772', 'y']"
966,"['s41423', '021', '00776', '8']"
967,"['s41423', '021', '00776', '8']"
968,"['s41423', '021', '00775', '9']"
969,"['s41423', '021', '00775', '9']"
970,"['s41423', '021', '00775', '9']"
971,"['s41423', '021', '00775', '9']"
972,"['s41423', '021', '00775', '9']"
973,"['s41423', '021', '00775', '9']"
974,"['s41423', '021', '00757', 'x']"
975,"['s41423', '021', '00757', 'x']"
976,"['s41423', '021', '00771', 'z']"
977,"['s41423', '021', '00771', 'z']"
978,"['s41423', '021', '00759', '9']"
979,"['s41423', '021', '00759', '9']"
980,"['s41423', '021', '00768', '8']"
981,"['s41423', '021', '00768', '8']"
982,"['s41423', '021', '00763', 'z']"
983,"['s41423', '021', '00763', 'z']"
984,"['s41423', '021', '00763', 'z']"
985,"['s41423', '021', '00763', 'z']"
986,"['s41423', '021', '00763', 'z']"
987,"['s41423', '021', '00763', 'z']"
988,"['s41423', '021', '00764', 'y']"
989,"['s41423', '021', '00764', 'y']"
990,"['s41423', '021', '00764', 'y']"
991,"['s41423', '021', '00764', 'y']"
992,"['s41423', '021', '00764', 'y']"
993,"['s41423', '021', '00764', 'y']"
994,"['s41423', '021', '00767', '9']"
995,"['s41423', '021', '00767', '9']"
996,"['s41423', '021', '00770', '0']"
997,"['s41423', '021', '00770', '0']"
998,"['s41423', '021', '00770', '0']"
999,"['s41423', '021', '00770', '0']"
1000,"['s41423', '021', '00770', '0']"
1001,"['s41423', '021', '00770', '0']"
1002,"['s41423', '021', '00769', '7']"
1003,"['s41423', '021', '00769', '7']"
1004,"['s41423', '021', '00765', 'x']"
1005,"['s41423', '021', '00765', 'x']"
1006,"['s41423', '021', '00765', 'x']"
1007,"['s41423', '021', '00765', 'x']"
1008,"['s41423', '021', '00765', 'x']"
1009,"['s41423', '021', '00765', 'x']"
1010,"['s41423', '021', '00766', 'w']"
1011,"['s41423', '021', '00766', 'w']"
1012,"['s41423', '021', '00766', 'w']"
1013,"['s41423', '021', '00766', 'w']"
1014,"['s41423', '021', '00766', 'w']"
1015,"['s41423', '021', '00766', 'w']"
1016,"['s41423', '021', '00752', '2']"
1017,"['s41423', '021', '00752', '2']"
1018,"['s41423', '021', '00746', '0']"
1019,"['s41423', '021', '00746', '0']"
1020,"['s41423', '021', '00741', '5']"
1021,"['s41423', '021', '00741', '5']"
1022,"['s41423', '021', '00741', '5']"
1023,"['s41423', '021', '00741', '5']"
1024,"['s41423', '021', '00741', '5']"
1025,"['s41423', '021', '00741', '5']"
1026,"['s41423', '021', '00760', '2']"
1027,"['s41423', '021', '00760', '2']"
1028,"['s41423', '021', '00760', '2']"
1029,"['s41423', '021', '00760', '2']"
1030,"['s41423', '021', '00760', '2']"
1031,"['s41423', '021', '00760', '2']"
1032,"['s41423', '021', '00761', '1']"
1033,"['s41423', '021', '00761', '1']"
1034,"['s41423', '021', '00743', '3']"
1035,"['s41423', '021', '00743', '3']"
1036,"['s42003', '021', '02699', '6']"
1037,"['s42003', '021', '02699', '6']"
1038,"['s42003', '021', '02699', '6']"
1039,"['s42003', '021', '02668', 'z']"
1040,"['s42003', '021', '02668', 'z']"
1041,"['s42003', '021', '02683', '0']"
1042,"['s42003', '021', '02683', '0']"
1043,"['s42003', '021', '02671', '4']"
1044,"['s42003', '021', '02671', '4']"
1045,"['s42003', '021', '02709', '7']"
1046,"['s42003', '021', '02709', '7']"
1047,"['s42003', '021', '02681', '2']"
1048,"['s42003', '021', '02681', '2']"
1049,"['s42003', '021', '02681', '2']"
1050,"['s42003', '021', '02711', 'z']"
1051,"['s42003', '021', '02711', 'z']"
1052,"['s42003', '021', '02679', 'w']"
1053,"['s42003', '021', '02679', 'w']"
1054,"['s42003', '021', '02686', 'x']"
1055,"['s42003', '021', '02686', 'x']"
1056,"['s42003', '021', '02707', '9']"
1057,"['s42003', '021', '02707', '9']"
1058,"['s42003', '021', '02665', '2']"
1059,"['s42003', '021', '02665', '2']"
1060,"['s42003', '021', '02693', 'y']"
1061,"['s42003', '021', '02693', 'y']"
1062,"['s42003', '021', '02705', 'x']"
1063,"['s42003', '021', '02705', 'x']"
1064,"['s42003', '021', '02675', '0']"
1065,"['s42003', '021', '02675', '0']"
1066,"['s42003', '021', '02689', '8']"
1067,"['s42003', '021', '02689', '8']"
1068,"['s42003', '021', '02682', '1']"
1069,"['s42003', '021', '02682', '1']"
1070,"['s42003', '021', '02703', 'z']"
1071,"['s42003', '021', '02703', 'z']"
1072,"['s42003', '021', '02670', '5']"
1073,"['s42003', '021', '02670', '5']"
1074,"['s42003', '021', '02701', '1']"
1075,"['s42003', '021', '02701', '1']"
1076,"['s42003', '021', '02673', '2']"
1077,"['s42003', '021', '02673', '2']"
1078,"['s42004', '021', '00581', '4']"
1079,"['s42004', '021', '00581', '4']"
1080,"['s42004', '021', '00573', '4']"
1081,"['s42004', '021', '00573', '4']"
1082,"['s42004', '021', '00578', 'z']"
1083,"['s42004', '021', '00578', 'z']"
1084,"['s42004', '021', '00568', '1']"
1085,"['s42004', '021', '00568', '1']"
1086,"['s42004', '021', '00576', '1']"
1087,"['s42004', '021', '00576', '1']"
1088,"['s42004', '021', '00575', '2']"
1089,"['s42004', '021', '00575', '2']"
1090,"['s42004', '021', '00577', '0']"
1091,"['s42004', '021', '00577', '0']"
1092,"['s42004', '021', '00569', '0']"
1093,"['s42004', '021', '00569', '0']"
1094,"['s42004', '021', '00574', '3']"
1095,"['s42004', '021', '00574', '3']"
1096,"['s42004', '021', '00562', '7']"
1097,"['s42004', '021', '00562', '7']"
1098,"['s42004', '021', '00572', '5']"
1099,"['s42004', '021', '00572', '5']"
1100,"['s42004', '021', '00571', '6']"
1101,"['s42004', '021', '00571', '6']"
1102,"['s42004', '021', '00571', '6']"
1103,"['s42004', '021', '00570', '7']"
1104,"['s42004', '021', '00570', '7']"
1105,"['s42004', '021', '00567', '2']"
1106,"['s42004', '021', '00567', '2']"
1107,"['s42004', '021', '00564', '5']"
1108,"['s42004', '021', '00564', '5']"
1109,"['s42004', '021', '00566', '3']"
1110,"['s42004', '021', '00566', '3']"
1111,"['s42004', '021', '00565', '4']"
1112,"['s42004', '021', '00565', '4']"
1113,"['s42004', '021', '00563', '6']"
1114,"['s42004', '021', '00563', '6']"
1115,"['s42004', '021', '00557', '4']"
1116,"['s42004', '021', '00557', '4']"
1117,"['s42004', '021', '00560', '9']"
1118,"['s42004', '021', '00560', '9']"
1119,"['s43247', '021', '00283', '8']"
1120,"['s43247', '021', '00283', '8']"
1121,"['s43247', '021', '00285', '6']"
1122,"['s43247', '021', '00285', '6']"
1123,"['s43247', '021', '00287', '4']"
1124,"['s43247', '021', '00287', '4']"
1125,"['s43247', '021', '00280', 'x']"
1126,"['s43247', '021', '00280', 'x']"
1127,"['s43247', '021', '00276', '7']"
1128,"['s43247', '021', '00276', '7']"
1129,"['s43247', '021', '00279', '4']"
1130,"['s43247', '021', '00279', '4']"
1131,"['s43247', '021', '00275', '8']"
1132,"['s43247', '021', '00275', '8']"
1133,"['s43247', '021', '00278', '5']"
1134,"['s43247', '021', '00278', '5']"
1135,"['s43247', '021', '00274', '9']"
1136,"['s43247', '021', '00274', '9']"
1137,"['s43247', '021', '00277', '6']"
1138,"['s43247', '021', '00277', '6']"
1139,"['s43247', '021', '00269', '6']"
1140,"['s43247', '021', '00269', '6']"
1141,"['s43247', '021', '00255', 'y']"
1142,"['s43247', '021', '00255', 'y']"
1143,"['s43247', '021', '00270', 'z']"
1144,"['s43247', '021', '00270', 'z']"
1145,"['s43247', '021', '00273', 'w']"
1146,"['s43247', '021', '00273', 'w']"
1147,"['s43247', '021', '00238', 'z']"
1148,"['s43247', '021', '00238', 'z']"
1149,"['s43247', '021', '00272', 'x']"
1150,"['s43247', '021', '00272', 'x']"
1151,"['s43247', '021', '00271', 'y']"
1152,"['s43247', '021', '00271', 'y']"
1153,"['s43247', '021', '00281', 'w']"
1154,"['s43247', '021', '00281', 'w']"
1155,"['s43247', '021', '00266', '9']"
1156,"['s43247', '021', '00266', '9']"
1157,"['s43247', '021', '00263', 'y']"
1158,"['s43247', '021', '00263', 'y']"
1159,"['s43246', '021', '00208', '0']"
1160,"['s43246', '021', '00208', '0']"
1161,"['s43246', '021', '00206', '2']"
1162,"['s43246', '021', '00206', '2']"
1163,"['s43246', '021', '00205', '3']"
1164,"['s43246', '021', '00205', '3']"
1165,"['s43246', '021', '00200', '8']"
1166,"['s43246', '021', '00200', '8']"
1167,"['s43246', '021', '00201', '7']"
1168,"['s43246', '021', '00201', '7']"
1169,"['s43246', '021', '00204', '4']"
1170,"['s43246', '021', '00204', '4']"
1171,"['s43246', '021', '00203', '5']"
1172,"['s43246', '021', '00203', '5']"
1173,"['s43246', '021', '00202', '6']"
1174,"['s43246', '021', '00202', '6']"
1175,"['s43246', '021', '00199', 'y']"
1176,"['s43246', '021', '00199', 'y']"
1177,"['s43246', '021', '00197', '0']"
1178,"['s43246', '021', '00197', '0']"
1179,"['s43246', '021', '00189', '0']"
1180,"['s43246', '021', '00189', '0']"
1181,"['s43246', '021', '00198', 'z']"
1182,"['s43246', '021', '00198', 'z']"
1183,"['s43246', '021', '00194', '3']"
1184,"['s43246', '021', '00194', '3']"
1185,"['s43246', '021', '00188', '1']"
1186,"['s43246', '021', '00188', '1']"
